
supply temperature, 27.7, 2024-11-02T11:37:59.996Z, 2024-11-02T11:38:48.998Z
return temperature, 23.8, 2024-11-02T11:38:16.241Z, 2024-11-02T11:38:48.998Z
volumetric flow, 1221, 2024-11-02T11:38:16.241Z, 2024-11-02T11:38:48.998Z
power consumption, 1.7, 2024-11-02T11:35:22.813Z, 2024-11-02T11:38:48.998Z
outside temperature, 11.8, 2024-11-02T11:38:16.241Z, 2024-11-02T11:38:48.998Z
supply temperature, 27.7, 2024-11-02T11:37:59.996Z, 2024-11-02T11:39:19.001Z
return temperature, 23.8, 2024-11-02T11:38:16.241Z, 2024-11-02T11:39:19.001Z
volumetric flow, 1221, 2024-11-02T11:38:16.241Z, 2024-11-02T11:39:19.001Z
power consumption, 1.7, 2024-11-02T11:35:22.813Z, 2024-11-02T11:39:19.001Z
outside temperature, 11.8, 2024-11-02T11:38:16.241Z, 2024-11-02T11:39:19.001Z
supply temperature, 27.7, 2024-11-02T11:37:59.996Z, 2024-11-02T11:39:49.011Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:39:49.011Z
volumetric flow, 1226, 2024-11-02T11:39:45.492Z, 2024-11-02T11:39:49.011Z
power consumption, 1.7, 2024-11-02T11:35:22.813Z, 2024-11-02T11:39:49.011Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:39:49.011Z
supply temperature, 27.7, 2024-11-02T11:37:59.996Z, 2024-11-02T11:40:19.413Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:40:19.413Z
volumetric flow, 1226, 2024-11-02T11:39:45.492Z, 2024-11-02T11:40:19.413Z
power consumption, 1.7, 2024-11-02T11:35:22.813Z, 2024-11-02T11:40:19.413Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:40:19.413Z
supply temperature, 27.7, 2024-11-02T11:37:59.996Z, 2024-11-02T11:40:49.424Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:40:49.424Z
volumetric flow, 1226, 2024-11-02T11:39:45.492Z, 2024-11-02T11:40:49.424Z
power consumption, 1.7, 2024-11-02T11:35:22.813Z, 2024-11-02T11:40:49.424Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:40:49.424Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:41:19.433Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:41:19.433Z
volumetric flow, 1220, 2024-11-02T11:41:18.713Z, 2024-11-02T11:41:19.433Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:41:19.433Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:41:19.433Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:41:49.647Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:41:49.647Z
volumetric flow, 1220, 2024-11-02T11:41:18.713Z, 2024-11-02T11:41:49.647Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:41:49.647Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:41:49.647Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:42:19.655Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:42:19.655Z
volumetric flow, 1220, 2024-11-02T11:41:18.713Z, 2024-11-02T11:42:19.655Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:42:19.655Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:42:19.655Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:42:49.665Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:42:49.665Z
volumetric flow, 1218, 2024-11-02T11:42:47.992Z, 2024-11-02T11:42:49.665Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:42:49.665Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:42:49.665Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:43:20.053Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:43:20.053Z
volumetric flow, 1218, 2024-11-02T11:42:47.992Z, 2024-11-02T11:43:20.053Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:43:20.053Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:43:20.053Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:43:50.060Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:43:50.060Z
volumetric flow, 1218, 2024-11-02T11:42:47.992Z, 2024-11-02T11:43:50.060Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:43:50.060Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:43:50.060Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:44:20.071Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:44:20.071Z
volumetric flow, 1224, 2024-11-02T11:44:17.422Z, 2024-11-02T11:44:20.071Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:44:20.071Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:44:20.071Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:44:50.471Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:44:50.471Z
volumetric flow, 1224, 2024-11-02T11:44:17.422Z, 2024-11-02T11:44:50.471Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:44:50.471Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:44:50.471Z
supply temperature, 27.7, 2024-11-02T11:40:05.851Z, 2024-11-02T11:45:20.483Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:45:20.483Z
volumetric flow, 1224, 2024-11-02T11:44:17.422Z, 2024-11-02T11:45:20.483Z
power consumption, 1.8, 2024-11-02T11:40:22.077Z, 2024-11-02T11:45:20.483Z
outside temperature, 11.8, 2024-11-02T11:38:56.918Z, 2024-11-02T11:45:20.483Z
supply temperature, 28, 2024-11-02T11:45:38.637Z, 2024-11-02T11:45:50.495Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:45:50.495Z
volumetric flow, 1222, 2024-11-02T11:45:47.535Z, 2024-11-02T11:45:50.495Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:45:50.495Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:45:50.495Z
supply temperature, 28, 2024-11-02T11:45:38.637Z, 2024-11-02T11:46:20.890Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:46:20.890Z
volumetric flow, 1222, 2024-11-02T11:45:47.535Z, 2024-11-02T11:46:20.890Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:46:20.890Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:46:20.890Z
supply temperature, 28, 2024-11-02T11:45:38.637Z, 2024-11-02T11:46:50.898Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:46:50.898Z
volumetric flow, 1222, 2024-11-02T11:45:47.535Z, 2024-11-02T11:46:50.898Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:46:50.898Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:46:50.898Z
supply temperature, 28.5, 2024-11-02T11:47:07.821Z, 2024-11-02T11:47:20.906Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:47:20.906Z
volumetric flow, 1219, 2024-11-02T11:47:20.918Z, 2024-11-02T11:47:20.906Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:47:20.906Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:47:20.906Z
supply temperature, 28.5, 2024-11-02T11:47:07.821Z, 2024-11-02T11:47:51.077Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:47:51.077Z
volumetric flow, 1219, 2024-11-02T11:47:20.918Z, 2024-11-02T11:47:51.077Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:47:51.077Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:47:51.077Z
supply temperature, 28.5, 2024-11-02T11:47:07.821Z, 2024-11-02T11:48:21.083Z
return temperature, 23.9, 2024-11-02T11:39:33.330Z, 2024-11-02T11:48:21.083Z
volumetric flow, 1219, 2024-11-02T11:47:20.918Z, 2024-11-02T11:48:21.083Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:48:21.083Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:48:21.083Z
supply temperature, 29.8, 2024-11-02T11:48:42.232Z, 2024-11-02T11:48:51.093Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:48:51.093Z
volumetric flow, 1229, 2024-11-02T11:48:50.264Z, 2024-11-02T11:48:51.093Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:48:51.093Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:48:51.093Z
supply temperature, 29.8, 2024-11-02T11:48:42.232Z, 2024-11-02T11:49:21.251Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:49:21.251Z
volumetric flow, 1229, 2024-11-02T11:48:50.264Z, 2024-11-02T11:49:21.251Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:49:21.251Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:49:21.251Z
supply temperature, 29.8, 2024-11-02T11:48:42.232Z, 2024-11-02T11:49:51.256Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:49:51.256Z
volumetric flow, 1229, 2024-11-02T11:48:50.264Z, 2024-11-02T11:49:51.256Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:49:51.256Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:49:51.256Z
supply temperature, 30.3, 2024-11-02T11:50:03.415Z, 2024-11-02T11:50:21.258Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:50:21.258Z
volumetric flow, 1227, 2024-11-02T11:50:19.660Z, 2024-11-02T11:50:21.258Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:50:21.258Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:50:21.258Z
supply temperature, 30.3, 2024-11-02T11:50:03.415Z, 2024-11-02T11:50:51.640Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:50:51.640Z
volumetric flow, 1227, 2024-11-02T11:50:19.660Z, 2024-11-02T11:50:51.640Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:50:51.640Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:50:51.640Z
supply temperature, 30.3, 2024-11-02T11:50:03.415Z, 2024-11-02T11:51:21.643Z
return temperature, 24, 2024-11-02T11:48:46.244Z, 2024-11-02T11:51:21.643Z
volumetric flow, 1227, 2024-11-02T11:50:19.660Z, 2024-11-02T11:51:21.643Z
power consumption, 1.9, 2024-11-02T11:45:22.438Z, 2024-11-02T11:51:21.643Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:51:21.643Z
supply temperature, 30.5, 2024-11-02T11:50:56.217Z, 2024-11-02T11:51:51.648Z
return temperature, 24.1, 2024-11-02T11:50:48.131Z, 2024-11-02T11:51:51.648Z
volumetric flow, 1226, 2024-11-02T11:51:48.916Z, 2024-11-02T11:51:51.648Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:51:51.648Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:51:51.648Z
supply temperature, 30.5, 2024-11-02T11:50:56.217Z, 2024-11-02T11:52:21.874Z
return temperature, 24.1, 2024-11-02T11:50:48.131Z, 2024-11-02T11:52:21.874Z
volumetric flow, 1226, 2024-11-02T11:51:48.916Z, 2024-11-02T11:52:21.874Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:52:21.874Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:52:21.874Z
supply temperature, 30.5, 2024-11-02T11:50:56.217Z, 2024-11-02T11:52:51.879Z
return temperature, 24.1, 2024-11-02T11:50:48.131Z, 2024-11-02T11:52:51.879Z
volumetric flow, 1226, 2024-11-02T11:51:48.916Z, 2024-11-02T11:52:51.879Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:52:51.879Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:52:51.879Z
supply temperature, 30.7, 2024-11-02T11:53:01.811Z, 2024-11-02T11:53:21.884Z
return temperature, 24.2, 2024-11-02T11:52:29.464Z, 2024-11-02T11:53:21.884Z
volumetric flow, 1217, 2024-11-02T11:53:18.117Z, 2024-11-02T11:53:21.884Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:53:21.884Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:53:21.884Z
supply temperature, 30.7, 2024-11-02T11:53:01.811Z, 2024-11-02T11:53:52.073Z
return temperature, 24.2, 2024-11-02T11:52:29.464Z, 2024-11-02T11:53:52.073Z
volumetric flow, 1217, 2024-11-02T11:53:18.117Z, 2024-11-02T11:53:52.073Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:53:52.073Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:53:52.073Z
supply temperature, 30.7, 2024-11-02T11:53:01.811Z, 2024-11-02T11:54:22.079Z
return temperature, 24.2, 2024-11-02T11:52:29.464Z, 2024-11-02T11:54:22.079Z
volumetric flow, 1217, 2024-11-02T11:53:18.117Z, 2024-11-02T11:54:22.079Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:54:22.079Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:54:22.079Z
supply temperature, 30.8, 2024-11-02T11:54:51.452Z, 2024-11-02T11:54:52.085Z
return temperature, 24.3, 2024-11-02T11:54:14.798Z, 2024-11-02T11:54:52.085Z
volumetric flow, 1216, 2024-11-02T11:54:51.452Z, 2024-11-02T11:54:52.085Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:54:52.085Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:54:52.085Z
supply temperature, 30.8, 2024-11-02T11:54:51.452Z, 2024-11-02T11:55:22.284Z
return temperature, 24.3, 2024-11-02T11:54:14.798Z, 2024-11-02T11:55:22.284Z
volumetric flow, 1216, 2024-11-02T11:54:51.452Z, 2024-11-02T11:55:22.284Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:55:22.284Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:55:22.284Z
supply temperature, 30.8, 2024-11-02T11:54:51.452Z, 2024-11-02T11:55:52.284Z
return temperature, 24.3, 2024-11-02T11:54:14.798Z, 2024-11-02T11:55:52.284Z
volumetric flow, 1216, 2024-11-02T11:54:51.452Z, 2024-11-02T11:55:52.284Z
power consumption, 2, 2024-11-02T11:50:23.815Z, 2024-11-02T11:55:52.284Z
outside temperature, 11.8, 2024-11-02T11:45:22.438Z, 2024-11-02T11:55:52.284Z
supply temperature, 31, 2024-11-02T11:56:00.414Z, 2024-11-02T11:56:22.290Z
return temperature, 24.5, 2024-11-02T11:56:21.648Z, 2024-11-02T11:56:22.290Z
volumetric flow, 1227, 2024-11-02T11:56:21.648Z, 2024-11-02T11:56:22.290Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:56:22.290Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:56:22.290Z
supply temperature, 31, 2024-11-02T11:56:00.414Z, 2024-11-02T11:56:52.542Z
return temperature, 24.5, 2024-11-02T11:56:21.648Z, 2024-11-02T11:56:52.542Z
volumetric flow, 1227, 2024-11-02T11:56:21.648Z, 2024-11-02T11:56:52.542Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:56:52.542Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:56:52.542Z
supply temperature, 31, 2024-11-02T11:56:00.414Z, 2024-11-02T11:57:22.547Z
return temperature, 24.5, 2024-11-02T11:56:21.648Z, 2024-11-02T11:57:22.547Z
volumetric flow, 1227, 2024-11-02T11:56:21.648Z, 2024-11-02T11:57:22.547Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:57:22.547Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:57:22.547Z
supply temperature, 31.1, 2024-11-02T11:57:29.695Z, 2024-11-02T11:57:52.551Z
return temperature, 24.6, 2024-11-02T11:57:14.431Z, 2024-11-02T11:57:52.551Z
volumetric flow, 1210, 2024-11-02T11:57:50.888Z, 2024-11-02T11:57:52.551Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:57:52.551Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:57:52.551Z
supply temperature, 31.1, 2024-11-02T11:57:29.695Z, 2024-11-02T11:58:22.837Z
return temperature, 24.6, 2024-11-02T11:57:14.431Z, 2024-11-02T11:58:22.837Z
volumetric flow, 1210, 2024-11-02T11:57:50.888Z, 2024-11-02T11:58:22.837Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:58:22.837Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:58:22.837Z
supply temperature, 31.1, 2024-11-02T11:57:29.695Z, 2024-11-02T11:58:52.843Z
return temperature, 24.6, 2024-11-02T11:57:14.431Z, 2024-11-02T11:58:52.843Z
volumetric flow, 1210, 2024-11-02T11:57:50.888Z, 2024-11-02T11:58:52.843Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:58:52.843Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:58:52.843Z
supply temperature, 31.3, 2024-11-02T11:58:35.495Z, 2024-11-02T11:59:22.848Z
return temperature, 24.9, 2024-11-02T11:59:19.180Z, 2024-11-02T11:59:22.848Z
volumetric flow, 1214, 2024-11-02T11:59:19.180Z, 2024-11-02T11:59:22.848Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:59:22.848Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:59:22.848Z
supply temperature, 31.3, 2024-11-02T11:58:35.495Z, 2024-11-02T11:59:53.022Z
return temperature, 24.9, 2024-11-02T11:59:19.180Z, 2024-11-02T11:59:53.022Z
volumetric flow, 1214, 2024-11-02T11:59:19.180Z, 2024-11-02T11:59:53.022Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T11:59:53.022Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T11:59:53.022Z
supply temperature, 31.3, 2024-11-02T11:58:35.495Z, 2024-11-02T12:00:23.026Z
return temperature, 24.9, 2024-11-02T11:59:19.180Z, 2024-11-02T12:00:23.026Z
volumetric flow, 1214, 2024-11-02T11:59:19.180Z, 2024-11-02T12:00:23.026Z
power consumption, 2.1, 2024-11-02T11:55:23.920Z, 2024-11-02T12:00:23.026Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:00:23.026Z
supply temperature, 31.5, 2024-11-02T12:00:07.849Z, 2024-11-02T12:00:53.029Z
return temperature, 25, 2024-11-02T12:00:16.892Z, 2024-11-02T12:00:53.029Z
volumetric flow, 1202, 2024-11-02T12:00:49.465Z, 2024-11-02T12:00:53.029Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:00:53.029Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:00:53.029Z
supply temperature, 31.5, 2024-11-02T12:00:07.849Z, 2024-11-02T12:01:23.194Z
return temperature, 25, 2024-11-02T12:00:16.892Z, 2024-11-02T12:01:23.194Z
volumetric flow, 1202, 2024-11-02T12:00:49.465Z, 2024-11-02T12:01:23.194Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:01:23.194Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:01:23.194Z
supply temperature, 31.5, 2024-11-02T12:00:07.849Z, 2024-11-02T12:01:53.198Z
return temperature, 25, 2024-11-02T12:00:16.892Z, 2024-11-02T12:01:53.198Z
volumetric flow, 1202, 2024-11-02T12:00:49.465Z, 2024-11-02T12:01:53.198Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:01:53.198Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:01:53.198Z
supply temperature, 31.6, 2024-11-02T12:01:17.748Z, 2024-11-02T12:02:23.203Z
return temperature, 25.2, 2024-11-02T12:02:18.729Z, 2024-11-02T12:02:23.203Z
volumetric flow, 1210, 2024-11-02T12:02:21.848Z, 2024-11-02T12:02:23.203Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:02:23.203Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:02:23.203Z
supply temperature, 31.6, 2024-11-02T12:01:17.748Z, 2024-11-02T12:02:53.577Z
return temperature, 25.2, 2024-11-02T12:02:18.729Z, 2024-11-02T12:02:53.577Z
volumetric flow, 1210, 2024-11-02T12:02:21.848Z, 2024-11-02T12:02:53.577Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:02:53.577Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:02:53.577Z
supply temperature, 31.6, 2024-11-02T12:01:17.748Z, 2024-11-02T12:03:23.581Z
return temperature, 25.2, 2024-11-02T12:02:18.729Z, 2024-11-02T12:03:23.581Z
volumetric flow, 1210, 2024-11-02T12:02:21.848Z, 2024-11-02T12:03:23.581Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:03:23.581Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:03:23.581Z
supply temperature, 31.8, 2024-11-02T12:03:22.885Z, 2024-11-02T12:03:53.591Z
return temperature, 25.3, 2024-11-02T12:03:10.739Z, 2024-11-02T12:03:53.591Z
volumetric flow, 1223, 2024-11-02T12:03:51.326Z, 2024-11-02T12:03:53.591Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:03:53.591Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:03:53.591Z
supply temperature, 31.8, 2024-11-02T12:03:22.885Z, 2024-11-02T12:04:23.778Z
return temperature, 25.3, 2024-11-02T12:03:10.739Z, 2024-11-02T12:04:23.778Z
volumetric flow, 1223, 2024-11-02T12:03:51.326Z, 2024-11-02T12:04:23.778Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:04:23.778Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:04:23.778Z
supply temperature, 31.8, 2024-11-02T12:03:22.885Z, 2024-11-02T12:04:53.785Z
return temperature, 25.3, 2024-11-02T12:03:10.739Z, 2024-11-02T12:04:53.785Z
volumetric flow, 1223, 2024-11-02T12:03:51.326Z, 2024-11-02T12:04:53.785Z
power consumption, 2.3, 2024-11-02T12:00:24.002Z, 2024-11-02T12:04:53.785Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:04:53.785Z
supply temperature, 29.2, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:23.796Z
return temperature, 25.5, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:23.796Z
volumetric flow, 1217, 2024-11-02T12:05:20.597Z, 2024-11-02T12:05:23.796Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:23.796Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:05:23.796Z
supply temperature, 29.2, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:53.937Z
return temperature, 25.5, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:53.937Z
volumetric flow, 1217, 2024-11-02T12:05:20.597Z, 2024-11-02T12:05:53.937Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:05:53.937Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:05:53.937Z
supply temperature, 29.2, 2024-11-02T12:05:23.662Z, 2024-11-02T12:06:23.946Z
return temperature, 25.5, 2024-11-02T12:05:23.662Z, 2024-11-02T12:06:23.946Z
volumetric flow, 1217, 2024-11-02T12:05:20.597Z, 2024-11-02T12:06:23.946Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:06:23.946Z
outside temperature, 11.8, 2024-11-02T11:55:19.922Z, 2024-11-02T12:06:23.946Z
supply temperature, 27.8, 2024-11-02T12:06:40.758Z, 2024-11-02T12:06:53.956Z
return temperature, 25.4, 2024-11-02T12:06:53.928Z, 2024-11-02T12:06:53.956Z
volumetric flow, 1217, 2024-11-02T12:06:53.928Z, 2024-11-02T12:06:53.956Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:06:53.956Z
outside temperature, 11.8, 2024-11-02T12:06:33.575Z, 2024-11-02T12:06:53.956Z
supply temperature, 27.8, 2024-11-02T12:06:40.758Z, 2024-11-02T12:07:24.231Z
return temperature, 25.4, 2024-11-02T12:06:53.928Z, 2024-11-02T12:07:24.231Z
volumetric flow, 1217, 2024-11-02T12:06:53.928Z, 2024-11-02T12:07:24.231Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:07:24.231Z
outside temperature, 11.8, 2024-11-02T12:06:33.575Z, 2024-11-02T12:07:24.231Z
supply temperature, 27.8, 2024-11-02T12:06:40.758Z, 2024-11-02T12:07:54.239Z
return temperature, 25.4, 2024-11-02T12:06:53.928Z, 2024-11-02T12:07:54.239Z
volumetric flow, 1217, 2024-11-02T12:06:53.928Z, 2024-11-02T12:07:54.239Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:07:54.239Z
outside temperature, 11.8, 2024-11-02T12:06:33.575Z, 2024-11-02T12:07:54.239Z
supply temperature, 27.7, 2024-11-02T12:07:38.636Z, 2024-11-02T12:08:24.243Z
return temperature, 25.4, 2024-11-02T12:07:38.636Z, 2024-11-02T12:08:24.243Z
volumetric flow, 1223, 2024-11-02T12:08:23.174Z, 2024-11-02T12:08:24.243Z
power consumption, 2.4, 2024-11-02T12:05:23.662Z, 2024-11-02T12:08:24.243Z
outside temperature, 11.8, 2024-11-02T12:08:23.174Z, 2024-11-02T12:08:24.243Z
supply temperature, 27.7, 2024-11-02T12:07:38.636Z, 2024-11-02T12:08:54.590Z
